"id","created","modified","creator_id","name"
"fdfd7267-86d3-4213-bd65-45ddf70dc732","2019-04-15 21:03:49.364938","2022-02-23 19:36:18.916624","null","Public"
"b6431e1d-41bb-420e-8012-c274bf3e62b4","2019-04-15 21:03:49.364938","2022-02-23 19:36:18.916624","null","Members"
"34fbb5ed-358d-4583-bc14-1c2daaa82436","2022-02-28 17:52:30.04257","2022-02-28 19:25:32.255909","ad5062f1-e11b-4e33-a1f8-7ea004fd030d","Process Analysts"
"27264d57-eab1-4c1a-9b48-4ba05db08af2","2022-02-26 00:22:23.944974","2022-03-17 12:38:20.634905","ad5062f1-e11b-4e33-a1f8-7ea004fd030d","Account Managers"
"d9ed9dec-29db-4931-8f2e-875e62d9fc38","2022-02-28 17:53:05.063069","2022-03-17 15:17:31.011369","ad5062f1-e11b-4e33-a1f8-7ea004fd030d","Technical Analysts"
"5f4365fb-fa17-4ec6-b87a-63e6d85807d8","2022-08-08 16:23:33.12099","2022-08-08 16:23:33.12099","ff050860-9033-44c6-a69e-49c8c6f47a21","Integrations"
